ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
F-149,fia,P-48,kek,,"abschneiden, zerschneiden",khalil1996a[51]
F-1900,fia,P-443,kek,,"schneiden; zerreissen, öffnen",reinisch1879[83]
F-643,onw,P-161,kel,,"limit, fulness",OND[87]
F-646,fia,P-161,kel,,"grenze, ende",reinisch1879[83]
F-650,xnz,P-162,kémis,,vier,massenbach1962[186]
F-651,dgl,P-162,kémis,,four,armbruster1965[121]
F-648,onw,P-162,kemso,,four,OND[88]
F-649,fia,P-162,kémso,,vier,reinisch1879[84]
F-654,onw,P-163,ken,,heel,OND[89]
F-2543,pkn,P-520,ken-d̪ʊ,,navel,jakobiA[no. 36]
F-656,onw,P-164,"keou, kew",,cubit,OND[89]
F-659,onw,P-165,ker,,to gather,OND[89]
F-1527,mei,P-359,kèráhèm,,to sleep,werner1993[98]
F-2544,brk,P-520,keremdi,,navel,thelwall1977[204]
F-2613,brk,P-194,kerg-,,,
F-1511,mei,P-355,kə̀(ə),,who?,werner1993[103]
F-1934,mei,P-451,kə̀ddì,,tooth,werner1993[104]
F-1639,mei,P-385,kə̀dìyân,,it is bitter,werner1993[104]
F-2083,mei,P-469,kə́əcí,,horn,werner1993[152]
F-1957,mei,P-456,kə̀léemí,,vulture,werner1993[164]
F-1518,mei,P-357,kə̀lhèm,,to see,werner1993[204]
F-662,onw,P-166,"ki(ei)st, kis",,winter,OND[90]
F-2306,fia,P-168,ki(r),,"kommen, geschehen, passieren",khalil1996a[59]
F-196,xnz,P-64,kibbe,,"etwas fest anfügen, anpassen",massenbach1962[187]; zyhlarz1928a[173]
F-674,fia,P-170,kid,,"fels, stein, berh",reinisch1879[87]
F-680,fia,P-171,kid,,"sich bekleiden, anziehen",reinisch1879[87]
F-2308,brk,P-168,kiēn,,I came,macmichael1920[211]
F-2556,onw,P-389,kier,,bone,OND[90]
F-1656,dgl,P-389,kihíid,,bone,armbruster1965[122]
F-669,fia,P-168,kii,,kommen,reinisch1879[87]
F-1658,xnz,P-389,kíid,,"Knochen, bes. die des Kopfes",massenbach1962[187]
F-663,xnz,P-166,kíisi,,Winter,massenbach1962[188]
F-2089,brk,P-367,"kildi, pl. kildir",,house,thelwall1977[203]
F-665,onw,P-167,"kimm, kumm",,"to knock (upon), beat",OND[91]
F-695,fia,P-173,kiñ,,nicht haben. one sein,reinisch1879[89]
F-190,dgl,P-62,kinís-se,,"thorn, prickle, pre-Nubian?",armbruster1965[122]
F-191,xnz,P-62,"kinis-se, knisse, kilisse",,"Dorn, pre-Nubian?",massenbach1962[188]
F-690,onw,P-173,kiññ,,(to be) without,OND[95]
F-193,xnz,P-63,kinna,,klein,massenbach1962[187]
F-194,dgl,P-63,kínna,,"small, little",armbruster1965[122]
F-693,dgl,P-173,kíñña,,"small, little; young",armbruster1965[122]
F-692,xnz,P-173,kinya,,klein,massenbach1962[188]
F-691,xnz,P-173,kinyi,,ohne,massenbach1962[188]
F-476,brk,P-125,kiɳɳ-on,,"sister, check",rilly2010[no. 171]
F-2593,brk,P-338,kiŋal,,doorway,thelwall1977[200]
F-668,onw,P-168,"kir, kar, kour, ker",,to come,OND[91]
F-2307,brk,P-168,kirri,,Come!,macmichael1920[210]
F-2531,onw,P-518,kiš(kiš),,"jealous, envious, pre-Nubian",OND[95]
F-2239,brk,P-219,kisi,,horse,macmichael1920
F-2088,brk,P-219,"kisi, pl. kisir",,horse,thelwall1977[203]
F-670,onw,P-169,kisse,,church,OND[93]
F-671,xnz,P-169,kisse,,"Ruine eines Ziegelgebaüdes, eigtl. Kirche",massenbach1962[188]
F-673,fia,P-170,kit,,"stein, fels, berg",reinisch1879[91]
F-679,onw,P-171,kit,,to put on oneself,OND[94]
F-681,fia,P-171,kit,,"sich bekleiden, anziehen",reinisch1879[91]
F-672,onw,P-170,kitt,,rock,OND[94]
F-684,onw,P-171,kitt,,garment,OND[94]
F-207,xnz,P-68,kitte,,"schweigen, ruhig sein",massenbach1962[188]
F-208,dgl,P-68,kitte,,to be silent,armbruster1965[123]
F-2245,brk,P-166,kizidi,,winter,macmichael1918[52]
F-2004,brk,P-389,kìzídì,,bone,thelwall1977[199]
F-2727,onw,P-176,ko-ŋi-der,,purification,OND[96]
F-696,onw,P-174,"ko, kou",,to have,OND[95]
F-707,onw,P-176,ko(l),,"pure, alone, holy",OND[96]
F-732,onw,P-181,ko(r)e,,"feast, sacrament",OND[99]
F-583,kko,P-146,"kǒːm ~ kǔːm, kʊ̀m ~ kùkùˑm",,warm,jakobiA[598]
F-1498,mei,P-351,kòccíhèm,,"to slaughter, skin",werner1993[99]
F-702,onw,P-174,koe,,power,OND[96]
F-703,onw,P-175,koeir,,"tree, pre-Nubian",OND[96]
F-2425,fia,P-501,kogor,,"mächtig, kräftig",khalil1996a[49]
F-2424,dgl,P-501,kógor,,"strong, muscular, powerful",armbruster1965[126]
F-1868,mei,P-436,kògòráhèm,,to scrape,werner1993[100]
F-2702,xnz,P-186,koi,,"Gesicht, Oberflache",massenbach1962[189]
F-1954,fia,P-455,koï,,"ader, nerv, saite",reinisch1879[94]
F-746,fia,P-185,kójir,,"samen, kern",reinisch1879[93]
F-745,onw,P-185,"kojir, kojid",,seed,OND[100]
F-2029,brk,P-193,"koɟoŋeldi, pl. koɟoŋale",,egg,thelwall1977[201]
F-723,mei,P-179,kòk(k)òl,,left side,werner1993[100]
F-2118,brk,P-177,koldi,,seven,thelwall1977[205]
F-2187,brk,P-177,koldi,,seven,macmichael1920[198]
F-2159,brk,P-154,kolli,,well,thelwall1977[207]
F-2682,brk,P-189,kolli,,well,thelwall1977[207]
F-714,fia,P-177,kolod,,"sieben, Woche",khalil1996a[54]
F-712,xnz,P-177,kólod,,sieben,massenbach1962[189]
F-713,dgl,P-177,kólod,,seven,armbruster1965[127]
F-711,onw,P-177,kolot,,seven,OND[96]
F-717,onw,P-178,kome,,hill,OND[97]
F-752,dgl,P-186,koñ,,"face, forehead, front",armbruster1965[128]
F-755,fia,P-186,koñ,,"gesicht, antliz",reinisch1879[95]
F-700,onw,P-174,"kon, koun",,to have,OND[97]
F-751,onw,P-186,"kon(ñ), koññ",,face,OND[100]
F-722,fia,P-179,kóndo(n),,"die linke seite, pre-Nubian",reinisch1879[95]
F-323,mei,P-75,kònny-íhèm,,"to build, make",werner1993[100]
F-721,onw,P-179,konton-t,,"impious, pre-Nubian",OND[98]
F-2037,brk,P-186,koɲɲi,,face,thelwall1977[201]
F-2410,brk,P-498,koŋor,,hunger,thelwall1977[203]
F-2510,dgl,P-516,koo,,lion,armbruster1965[124]
F-2511,xnz,P-516,koo,,"Berggeist, Löwe",massenbach1962[188]
F-2512,fia,P-516,koo,,Löwe,khalil1996a[49]
F-697,xnz,P-174,kóo,,haben,massenbach1962[188]
F-698,dgl,P-174,kóo,,"to have, possess, own",armbruster1965[124]
F-1870,dgl,P-436,kóod,,"to scratch, scrape",armbruster1965[126]
F-1871,xnz,P-436,kóod,,"kratzen, schaben",
F-704,fia,P-175,kooi,,"tree, wood, pre-Nubian",reinisch1879[94]
F-708,fia,P-176,kooi,,"allein, solus",reinisch1879[94]
F-1955,dgl,P-455,kóoi,,"sinew, vein",armbruster1965[126]
F-709,xnz,P-176,kóol,,"allein, selbst",massenbach1962[189]
F-710,dgl,P-176,kóol,,"unaccompanied, alone, only, suggests from ko ""to have""",armbruster1965[124]
F-720,fia,P-178,koom,,hügel,reinisch1879[95]
F-718,xnz,P-178,kóom,,Haufe,massenbach1962[189]
F-719,dgl,P-178,kóom,,"heap, pile, stack, suggests loan from Ar.",armbruster1965[127]
F-730,dgl,P-180,kóor,,wound,armbruster1965[128]
F-1633,mei,P-384,kòoré,,"big, old",werner1993[101]
F-2462,mei,P-368,kòoré,,"big, old",werner1993[101]
F-2121,brk,P-472,"koorti, kooɾe",,shoe,thelwall1977[205]
F-1659,fia,P-389,koos,,knochen,reinisch1879[97]
F-727,onw,P-180,kor,,wound,OND[99]
F-728,fia,P-180,kor,,"alte wunde worin sich schon wildes, faules fleisch befindet; aas",reinisch1879[96]
F-729,xnz,P-180,kór,,Geschwür,massenbach1962[190]
F-1673,mei,P-393,kòr,,"calf, female",werner1993[100]
F-301,mei,P-69,kórcí,,six,werner1993[100]
F-736,dgl,P-181,kore,,"festival, feast, esp. bajram",armbruster1965[128]
F-614,onw,P-152,korj,,to break,OND[85]
F-615,fia,P-152,korj,,"brechen, teilen, spalten",reinisch1879[96]
F-616,xnz,P-152,korj,,"brechen, teilen",massenbach1962[190]
F-737,fia,P-182,kóros,,aufseher,reinisch1879[97]
F-734,onw,P-182,"koros, pl. koros-i",,shepherd,OND[99]
F-2184,mei,P-69,korrchi,,six,macmichael1918[51]
F-733,fia,P-181,korrē,,das beiramfest,reinisch1879[97]
F-1889,dgl,P-441,kórre,,to snore,armbruster1965[129]
F-735,xnz,P-181,"korree, koree",,Fest,massenbach1962[190]
F-2185,brk,P-69,korshi,,six,macmichael1920[198]
F-2122,brk,P-69,korʃi,,six,thelwall1977[205]
F-2109,brk,P-384,kort-ogor,,old man,thelwall1977[204]
F-2110,brk,P-222,kort-ogor,,old man,thelwall1977[204]
F-738,onw,P-170,korte,,precious stone,OND[99]
F-2279,brk,P-508,korti,,husband ?,macmichael1920[201]
F-739,xnz,P-170,korti,,"Kiesel, Stück Sandstein",massenbach1962[190]
F-2699,brk,P-368,korto-gor,,old man,thelwall1977[204]
F-2584,brk,P-224,koɽom,,leg,thelwall1977[203]
F-2525,fia,P-518,kos,,"Übel, Schlechtigkeit",khalil1996a[63]
F-741,xnz,P-518,kós,,"schlimm, schlecht",massenbach1962[190]
F-2530,onw,P-518,kos(s),,evil,OND[100]
F-790,onw,P-518,kos(s)e,,insect,OND[100]
F-791,dgl,P-518,kóse,,small insect that consumes,armbruster1965[129]
F-2402,onw,P-238,kouda,,"slave, in proper names",
F-756,onw,P-187,koudē,,"wife, hapax",OND[101]
F-803,onw,P-196,koujj,,to enter,OND[102]
F-758,onw,P-188,kouket,,ankle,OND[101]
F-764,onw,P-189,koul,,cave,OND[101]
F-770,onw,P-190,koul,,"mountain, hapax",OND[101]
F-774,onw,P-191,koulel,,ring,OND[101]
F-777,onw,P-192,koull,,to learn,OND[101]
F-782,onw,P-193,koumpou,,"egg, Pre-Nubian",OND[101]
F-786,onw,P-194,"koural, kourran",,joyfully,OND[102]
F-792,onw,P-195,"kouss, kiss",,to loosen,OND[102]
F-797,onw,P-196,koutt,,to stand up,OND[102]
F-2100,brk,P-47,kozi,,meat,thelwall1977[204]
F-2254,brk,P-47,kōzi,,meat,macmichael1920[204]
F-6,dgl,P-2,kub,,ship,
F-8,xnz,P-2,kub,,ship,
F-2389,dgl,P-496,kude,,enclosure (?),armbruster1965[130]
F-761,fia,P-188,kuged,,,
F-2428,brk,P-501,kúgul,,bull,thelwall1977[200]
F-760,dgl,P-188,kugúndi,,elbow,armbruster1965[130]
F-804,dgl,P-196,kúj,,to be incumbent,armbruster1965[130]
F-805,xnz,P-196,kúj,,oben sein,massenbach1962[190]
F-2455,pkn,P-505,kuɟin-t̪V,,smoke,jakobiA[no. 213]
F-763,wll,P-188,kúkûkʊ̀,,elbow,jakobiA[no. 26]
F-765,fia,P-189,kul,,"loch in der erde, grube",reinisch1879[99]
F-766,xnz,P-189,kúl,,"Erdloch, Grube",massenbach1962[191]
F-767,dgl,P-189,kúl,,"hole (in), cavity",armbruster1965[131]
F-778,fia,P-192,kul(l),,lernen,reinisch1879[100]
F-775,dgl,P-191,kúlal,,ring,armbruster1965[131]
F-2131,brk,P-170,kuldi,,stone,thelwall1977[206]
F-2216,brk,P-170,kuldi,,stone,macmichael1918[51]
F-2296,brk,P-521,"kuldi, enguldi, pl. engáli",,eye,macmichael1920[206]
F-776,fia,P-191,"kúllal, kúlel, kúllel",,ring,reinisch1879[100]
F-2636,mei,P-94,kùlò,,salt,werner1993[102]
F-2055,dgl,P-467,kúlt(i),,"fly, small winged insect, pre-Nubian",armbruster1965[131]
F-2056,xnz,P-467,kulti,,"Fliege, Schmetterling, pre-Nubian",massenbach1962[191]
F-771,xnz,P-170,kúlu,,"Stein, Los",massenbach1962[191]
F-772,dgl,P-170,kúlu,,stone,armbruster1965[131]
F-667,fia,P-167,kum,,"berüren, anrüren, anfülen, angreifen",reinisch1879[101]
F-2453,mei,P-505,kúm(m)édí,,smoke,werner1993[102]
F-783,fia,P-193,kúmbu,,"ei, pre-Nubian",reinisch1879[101]
F-784,dgl,P-193,kúmbu,,"egg, Pre-Nubian substrate",armbruster1965[132]
F-666,xnz,P-167,kummi,,"berürhren, anfassen",massenbach1962[191]
F-699,fia,P-174,kun,,"haben, besitzen",reinisch1879[101]
F-1671,fia,P-392,kuñ,,"eintauche, eingraben, begraben",reinisch1879[102]
F-1670,xnz,P-392,kúñ(ur),,begraben,massenbach1962[191]
F-2287,brk,P-473,kungu,,snake,macmichael1920[204]
F-1669,dgl,P-392,kúñur,,to bury,armbruster1965[132]
F-2125,brk,P-473,kuŋgi,,snake,thelwall1977[205]
F-2645,mei,P-473,kùr,,snake ?,werner1993[160]
F-2212,brk,P-190,kūr,,mountain,macmichael1920[201]
F-1783,dgl,P-420,kúrt(i),,knee,armbruster1965[133]
F-1784,xnz,P-420,kurti,,"Gelenk, Knie",massenbach1962[192]
F-1785,fia,P-420,kúrti,,"bug, biegung",reinisch1879[103]
F-2094,brk,P-420,"kurti-nur, pl. kurti-nursi",,knee,thelwall1977[203]
F-1634,dgl,P-384,kúrus,,"old (not new), stale",armbruster1965[133]
F-1635,xnz,P-384,kúrus,,alt sein,massenbach1962[192]
F-793,fia,P-195,kus,,"öffnen, auftun, lösen, frei lassen",reinisch1879[103]
F-794,xnz,P-195,kus,,"öffnen, loslassen, met dem Schiff abfahren",massenbach1962[192]
F-795,dgl,P-195,kús,,"open, loosen, release",armbruster1965[133]
F-742,fia,P-518,kús(s)a,,"faul, träge, schwach",reinisch1879[103]
F-796,mei,P-195,kùss-ìhêm,,"to open, loanword from ON? with unexpected initial k-",werner1993[103]
F-743,xnz,P-518,kussa,,"Päderast; faul, schwach, weibisch",massenbach1962[192]
F-744,dgl,P-518,kússa,,"weak, lazy, stupid, effeminate; sodomite",armbruster1965[134]
F-1807,dgl,P-47,kúsu,,"meat, flesh",armbruster1965[134]
F-1808,xnz,P-47,kúsu,,"Fleisch, Fleischbrocken",massenbach1962[192]
F-802,fia,P-196,kut(t),,aufstehen,reinisch1879[104]
F-801,dgl,P-196,kútt(i),,"mound; high land, elevated ground",armbruster1965[134]
F-798,xnz,P-196,kutte,,auf der Erde stehen,massenbach1962[192]
F-800,dgl,P-196,kútte,,to descend,armbruster1965[134]
F-2057,fia,P-467,kútti,,"fliege, mücke, pre-Nubian",reinisch1879[104]
F-757,xnz,P-187,kúud,,"Nebenbuhler, Nebenfrau",massenbach1962[191]
F-2677,mei,P-393,kùud,,ox,werner1993[102]
F-779,xnz,P-192,kúur,,"lernen, gewöhnen",massenbach1962[191]
F-780,dgl,P-192,kúur,,to learn,armbruster1965[132]
F-2474,mei,P-508,kùur,,male,werner1993[102]
F-2081,brk,P-190,"kúur, pl. kuɾan",,hill,thelwall1977[202]
F-2524,xnz,P-518,kuus,,"schmutzig, schlecht",massenbach1962[192]
F-2545,mei,P-520,kùwédí,,navel,werner1993[103]
F-1988,brk,P-460,"kwarti, pl. kwaare",,bird,thelwall1977[199]
F-2432,brk,P-502,kwer,,ant,thelwall1977[199]
F-806,onw,P-197,m-arj,,lie,OND[108]
F-807,fia,P-197,m-árja,,"lüge, trug",reinisch1879[110]
F-881,onw,P-138,"m-eij, m-ij",,to disobey,OND[119]
F-877,fia,P-106,m-isk,,"nicht können, nicht im stande sein",reinisch1879[116]
F-878,onw,P-106,m-isk-itt,,"estranged, hapax",OND[118]
F-882,onw,P-214,"m-on, m-oun",,to hate,OND[119]
F-2171,fia,P-230,m-oon,,"nicht wollen, verhassen",khalil1996a[71]
F-808,dgl,P-197,m-úrs(i),,"lie, falsehood",armbruster1965[147]
F-809,xnz,P-197,m-ursi,,lüge,massenbach1962[199]
F-725,dgl,P-179,ma-íin,,"left hand, lit. not the right hand",armbruster1965[136]
F-726,xnz,P-179,ma-íin,,left hand,massenbach1962[194]
F-820,dgl,P-200,máa,,"get tired, bored, become unable to",armbruster1965[135]
F-821,xnz,P-200,máa(r),,"nicht können, zu schwach sein",massenbach1962[193]
F-2311,dgl,P-484,maag,,to steal,armbruster1965[135]
F-123,fia,P-40,maañ-ési,,tear,khalil1996a[75]
F-822,fia,P-200,maar,,nicht können,reinisch1879[109]
F-2660,onw,P-141,made,,"dura, millet, pre-Nubian",OND[108]
F-2097,brk,P-471,magal,,locust,thelwall1977[203]
F-2099,xnz,P-471,magga,,Heuschrecke,massenbach1962[194]
F-2468,xnz,P-67,"magisse, magasse",,wildes Gras am Ufer,massenbach1962[194]
F-829,onw,P-203,makan,,therefore,OND[109]
F-2289,brk,P-256,māl,,moon,macmichael1920[204]
F-810,onw,P-198,malle,,"all, every",OND[110]
F-813,xnz,P-198,malle,,"alle, jeder",massenbach1962[194]
F-812,dgl,P-198,málle,,"all, every",armbruster1965[136]
F-811,fia,P-198,mallee,,"jeder, alle",reinisch1879[108]
F-833,dgl,P-204,mált(i),,"east, right bank of the Nile",armbruster1965[136]
F-834,xnz,P-204,"malti, matti",,Osten,massenbach1962[194]
F-815,onw,P-199,man,,that,OND[110]
F-816,fia,P-199,man,,jener,reinisch1879[108]
F-818,xnz,P-199,man,,jener,massenbach1962[194]
F-842,onw,P-205,mañ,,eye,OND[113]
F-843,fia,P-205,mañ,,auge,reinisch1879[109]
F-817,dgl,P-199,mán,,that,armbruster1965[137]
F-819,onw,P-200,mar,,"to be unable, not to find",OND[111]
F-449,dgl,P-141,máre,,"great millet, pre-Nubian",armbruster1965[13]
F-450,fia,P-141,máre,,"durra, pre-Nubian",reinisch1879[109]
F-448,xnz,P-141,márē,,"Durra, pre-Nubian",massenbach1962[195]
F-2312,brk,P-484,marg-on,,you stole,macmichael1920[213]
F-2315,fia,P-484,mark,,"stehlen, rauben",khalil1996a[72]
F-823,onw,P-201,mas,,(to be) good,OND[111]
F-824,fia,P-201,mas,,"gut, schön",reinisch1879[110]
F-825,onw,P-202,mas,,to be without,OND[111]
F-836,onw,P-104,mašal,,"sun, Mer. loan ms-l",OND[112]
F-838,dgl,P-104,másil,,"sun, Mer. loan",armbruster1965[139]
F-839,xnz,P-104,másil,,"Sonne, Mer. loan",massenbach1962[195]
F-1197,xnz,P-280,masil baajée,,sunrise,massenbach1962[148]
F-832,fia,P-204,matto,,"ost, der osten",reinisch1879[111]
F-831,onw,P-204,"matto, mathto",,east(ern),OND[112]
F-837,fia,P-104,máža,,"sonne, pre-Nubian",reinisch1879[111]
F-2150,brk,P-452,mazal,,twins,thelwall1977[207]
F-854,onw,P-207,"med, mid, moud",,"to run, be hasty",OND[113]
F-856,onw,P-208,"medd, merid, midd",,"to be full, ready",OND[113]
F-2111,brk,P-248,meelug,,one,thelwall1977[204]
F-861,xnz,P-209,"meen, mun",,Negation,massenbach1962[196]
F-2199,brk,P-479,meirta,,hundred,macmichael1920[199]
F-2175,brk,P-248,meirti,,one,macmichael1920[198]
F-2261,brk,P-217,mēl,,dog,macmichael1920[204]
F-2018,brk,P-217,"mel, pl. mecir",,dog,thelwall1977[200]
F-860,dgl,P-209,men,,negative particle,armbruster1965[140]
F-858,onw,P-209,"men, min",,to not be,OND[114]
F-859,fia,P-209,"men, min, mun",,negationspartikel,reinisch1879[112]
F-848,onw,P-206,mer,,"to cut, hapax",OND[113]
F-850,xnz,P-206,mer,,"schneiden, beschneiden",massenbach1962[196]
F-851,fia,P-206,mer,,schneiden,reinisch1879[113]
F-849,dgl,P-206,mér,,to cut,armbruster1965[141]
F-50,dgl,P-17,merg,,to gird oneself,
F-51,fia,P-17,merg,,"sich gürten, umgürten",khalil1996a[72]
F-55,xnz,P-17,merg,,sich gürten,massenbach1962[196]
F-2163,brk,P-458,mergidi,,worm,thelwall1977[208]
F-857,fia,P-208,midd,,"voll werden, sich füllen",reinisch1879[114]
F-2646,onw,P-526,"mieit, mit",,"snake, pre-Nubian",OND[117]
F-863,onw,P-210,miel,,fault,OND[117]
F-876,fia,P-212,miir,,unfruchtbar,reinisch1879[116]
F-1830,fia,P-11,míir,,"neu, pre-Nubian",reinisch1879[116]
F-507,xnz,P-212,míir,,unfruchtbar,massenbach1962[197]
F-509,dgl,P-212,míir,,"to hinder, impede, prevent",armbruster1965[141]
F-510,xnz,P-212,míir,,"hindern, zurückhalten",massenbach1962[197]
F-508,dgl,P-212,míira,,"barren, sterile",armbruster1965[142]
F-864,onw,P-210,mil(il),,bad,OND[117]
F-865,dgl,P-210,mill(i),,bad,armbruster1965[142]
F-866,xnz,P-210,milli,,"schlecht, böse",massenbach1962[197]
F-869,xnz,P-211,min,,was?,massenbach1962[197]
F-870,dgl,P-211,min,,what?,armbruster1965[142]
F-871,fia,P-211,min,,was?,reinisch1879[115]
F-868,onw,P-211,"min, miñ",,what?,OND[117]
F-2107,brk,P-427,miɲ,,nose ?,thelwall1977[204]
F-2484,brk,P-247,mir,,to throw,
F-855,fia,P-207,mir,,"laufen, eilen, schnell gehen",reinisch1879[116]
F-504,onw,P-212,"mir, mur, meir",,"to be barren, prevent",OND[118]
F-2552,onw,P-11,"mir(i), mirei, muri",,"new, pre-Nubian",OND[118]
F-844,dgl,P-205,miss(i),,eye,armbruster1965[143]
F-1236,onw,P-291,miššan,,"all, every",OND[118]
F-880,fia,P-213,missee,,"der Monat Ramadan, fasten(zeit)",reinisch1879[116]
F-845,xnz,P-205,"missi, messi",,Auge,massenbach1962[197]
F-879,onw,P-213,miste,,fast,OND[118]
F-895,onw,P-218,mo(u)kk,,"to rage, to be eager?",OND[121]
F-885,fia,P-214,mon,,"nicht wollen, verabscheuen, hassen",reinisch1879[117]
F-883,dgl,P-214,móon,,"to hate, dislike",armbruster1965[144]
F-884,xnz,P-214,móon,,"hassen, ablehnen",massenbach1962[198]
F-888,onw,P-215,mor,,artab,OND[120]
F-889,xnz,P-215,mor,,Gertreidenmaß,massenbach1962[198]
F-890,onw,P-216,"moug, pl. moug-ri",,dog,OND[120]
F-897,onw,P-485,mourti,,"horse, loanword from/to Daju Nyala (Darfur) ""murtane""? Cf. Thelwall 203",OND[121]
F-2970,xmr,P-104,ms-l,,sun,"rilly2010[371, no. 27]"
F-891,fia,P-216,"mug, muk, pl. mug-ri",,hund,reinisch1879[118]
F-896,xnz,P-218,"muk, mukki",,"pulsieren, schlagen, bellen",massenbach1962[198]
F-898,fia,P-485,múrti,,pferd,reinisch1879[120]
F-2357,brk,P-206,mutt < *mur-t?,,,rilly2010[no. 36]
F-1640,dgl,P-385,nádd(i),,"spour, bitter, salt in taste",armbruster1965[147]
F-1641,xnz,P-385,naddi,,"nicht süß, bitter, sauer, scharf schmeckend, gegoren",massenbach1962[199]
F-1508,fia,P-355,nai,,wer? welcher?,reinisch1879[123]
F-1548,fia,P-364,najji,,"Wüste, Berg",khalil1996a[80]
F-1515,fia,P-357,nal,,"sehen, schauen",reinisch1879[123]
F-1517,xnz,P-357,nal,,"sehen, etwas besorgen, bedenken, prüfen",massenbach1962[199]
F-1516,dgl,P-357,nál,,"to see, look at, look for",armbruster1965[149]
F-1524,fia,P-359,nálu,,der schlaf,reinisch1879[123]
F-1525,xnz,P-359,nálu,,Schlaf,massenbach1962[199]
F-1526,dgl,P-359,nálu,,sleep,armbruster1965[150]
F-1513,fia,P-356,"nañ, nang?",,,
F-1932,fia,P-450,nar,,"zunge, sprache",reinisch1879[124]
F-1642,fia,P-385,"nárdi, nárri",,"bitter, salzig",reinisch1879[124]
F-1543,fia,P-363,nás(s)i,,"gross, lang, hoch",reinisch1879[124]
F-2606,brk,P-211,nata,,what? (pl.),thelwall1977[207]
F-2146,brk,P-450,natti,,"tongue, cf. Daju Nyala ɲərte",thelwall1977[207]
F-1995,brk,P-385,nattin,,bitter,thelwall1977[199]
F-1533,fia,P-360,náwa,,"haut, pre-Nubian?",reinisch1879[125]
F-461,mei,P-122,"nè, nèn, nèen",,this,werner1993[106]
F-1931,xnz,P-450,ned,,"Zunge, Sprache, Schneide",massenbach1962[200]
F-1930,dgl,P-450,néd,,tongue,armbruster1965[150]
F-1559,xnz,P-366,néec,,bewölkt,massenbach1962[200]
F-2667,fia,P-463,neej,,"taub, schwerhörig, pre-Nubian",khalil1996a[80]
F-2445,dgl,P-504,neeñ,,"to lie (stand) in liquid, soak",armbruster1965[151]
F-872,mei,P-211,nèen,,what?,werner1993[106]
F-1529,dgl,P-359,néer,,"to sleep, fall asleep",armbruster1965[151]
F-1530,xnz,P-359,néer,,schlafen,massenbach1962[201]
F-2124,brk,P-359,neeri,,to sleep,thelwall1977[205]
F-2608,brk,P-355,neeta,,,
F-1736,dgl,P-408,néeu,,to inherit,armbruster1965[152]
F-1737,xnz,P-408,néew,,erben,massenbach1962[200]
F-1732,dgl,P-407,néewe,,to breathe,armbruster1965[152]
F-1733,xnz,P-407,néewe,,atmen,massenbach1962[200]
F-1936,xnz,P-451,"nel, nal",,Zahn,massenbach1962[200]
F-2446,fia,P-504,"neñ, noñ",,"naß, feucht sein",khalil1996a[80]
F-1531,fia,P-359,ner,,schlafen,reinisch1879[126]
F-1935,dgl,P-451,nér,,tooth,armbruster1965[151]
F-2554,brk,P-359,nergi,,night,thelwall1977[204]
F-1741,xnz,P-409,nib,,"braten, rösten, das Ei mit der Schale im Backofen rösten",massenbach1962[201]
F-1742,dgl,P-409,níb,,"to roast, grill",armbruster1965[153]
F-1558,xnz,P-366,nicci,,"Wolke, Gewölk",massenbach1962[201]
F-1560,dgl,P-366,nícci,,cloud,armbruster1965[153]
F-1553,fia,P-365,nii,,trinken,reinisch1879[127]
F-1509,dgl,P-355,níi,,who?,armbruster1965[152]
F-1510,xnz,P-355,níi,,wer?,massenbach1962[201]
F-1554,xnz,P-365,níi,,trinken,massenbach1962[201]
F-1555,dgl,P-365,níi,,to drink,armbruster1965[153]
F-2102,brk,P-123,niin,,mother,thelwall1977[204]
F-163,onw,P-54,nim-kin,,good odor,OND[26]
F-2144,brk,P-62,"niŋdi, numdi",,thorn,thelwall1977[206]
F-2084,dgl,P-469,níšš(i),,horn,armbruster1965[154]
F-2085,xnz,P-469,nišši,,Horn,massenbach1962[201]
F-2086,fia,P-469,nišši,,horn,reinisch1879[127]
F-1937,fia,P-451,nit,,zan,reinisch1879[127]
F-2038,brk,P-363,nizze,,long,thelwall1977[203]
F-1595,fia,P-374,nob,,Nubier,reinisch1879[127]
F-1597,xnz,P-374,nob,,Nubier,massenbach1962[201]
F-1596,dgl,P-374,nób,,Nubian,armbruster1965[154]
F-1573,dgl,P-369,nódd(i),,"to cut, cut off",armbruster1965[154]
F-1574,xnz,P-369,"noddi, naddi",,"schneiden, abschneiden",massenbach1962[201]
F-1585,fia,P-372,nog,,"gehen, fortgehen",reinisch1879[128]
F-1586,xnz,P-372,nog,,"vorbeigehen, fortgehen",massenbach1962[201]
F-1958,fia,P-457,nog,,gehen,reinisch1879[128]
F-1961,xnz,P-457,nog,,"vorbeigehen, vortgehen, übertreffen",massenbach1962[201]
F-1587,dgl,P-372,nóg,,"to go, go along, travel",armbruster1965[155]
F-1959,dgl,P-457,nóg,,"to go, walk, go away",armbruster1965[155]
F-1001,xnz,P-238,nógo,,Sklavin,massenbach1962[201]
F-998,dgl,P-238,nógo,,female slave,armbruster1965[156]
F-1840,fia,P-428,nói,,"alter, gekochte, zerlassene butter, schmalz, salböl, pre-Nubian?",reinisch1879[128]
F-1680,xnz,P-394,nongée,,Chamäleon,massenbach1962[201]
